Drawing,Factor,Exclude,LoginID,Image_Name,rater1,rater2,rater3,rater4,rater5,rater6
749,0.692,0,191@CRAM,w37.s98.u2240q19,3,4,2,2,3,4
750,0.833,0,191@CRAM,w37.s98.u2240q56,4,3,2,3,3,4
751,-1.107,0,192@CRAM,w37.s98.u2241q3,1,2,1,2,1,2
752,-0.189,0,192@CRAM,w37.s98.u2241q4,3,3,1,3,1,3
753,0.392,0,192@CRAM,w37.s98.u2241q13,3,3,1,2,3,4
754,-0.9,0,192@CRAM,w37.s98.u2241q15,2,2,1,2,1,2
755,-1.403,0,192@CRAM,w37.s98.u2241q17,2,1,1,1,1,1
756,0.054,0,192@CRAM,w37.s98.u2241q19,3,3,2,2,2,3
757,0.948,0,192@CRAM,w37.s98.u2241q56,4,4,3,3,3,3
758,0.054,0,193@CRAM,w37.s98.u2243q3,3,3,2,2,2,3
759,0.207,0,193@CRAM,w37.s98.u2243q4,3,3,1,2,3,3
760,1.728,0,193@CRAM,w37.s98.u2243q13,5,4,3,4,4,4
761,0.395,0,193@CRAM,w37.s98.u2243q15,3,3,4,3,2,3
762,1.22,0,193@CRAM,w37.s98.u2243q17,4,3,2,4,4,4
763,2.007,0,193@CRAM,w37.s98.u2243q19,5,4,2,5,5,4
764,0.958,0,193@CRAM,w37.s98.u2243q56,4,3,3,4,4,2
765,-0.631,0,195@CRAM,w37.s98.u2246q3,2,3,1,2,2,1
766,-0.239,0,195@CRAM,w37.s98.u2246q4,3,3,1,2,2,2
767,1.198,0,195@CRAM,w37.s98.u2246q13,5,3,4,4,3,3
768,-1.157,0,195@CRAM,w37.s98.u2246q15,1,2,1,1,2,1
769,-0.707,0,195@CRAM,w37.s98.u2246q17,2,3,1,2,1,2
770,0.559,0,195@CRAM,w37.s98.u2246q19,3,3,2,1,3,5
771,0.491,0,195@CRAM,w37.s98.u2246q56,3,3,2,4,2,4
772,2.039,0,196@CRAM,w37.s98.u2249q3,5,4,3,5,4,5
773,1.602,0,196@CRAM,w37.s98.u2249q4,5,4,3,3,4,4
774,-0.707,0,196@CRAM,w37.s98.u2249q13,2,3,1,2,1,2
775,-0.915,0,196@CRAM,w37.s98.u2249q15,1,3,1,2,1,2
776,0.806,0,196@CRAM,w37.s98.u2249q17,4,3,3,4,2,4
777,-0.572,0,196@CRAM,w37.s98.u2249q19,2,3,1,1,2,2
778,0.795,0,196@CRAM,w37.s98.u2249q56,4,4,4,3,2,3
